0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00
1.000000000000000056e-01,5.000000000000000278e-02,0.000000000000000000e+00,-3.000000000000000000e+00
2.000000000000000111e-01,1.000000000000000056e-01,0.000000000000000000e+00,-3.000000000000000000e+00
3.000000000000000444e-01,1.500000000000000222e-01,0.000000000000000000e+00,-3.000000000000000000e+00
4.000000000000000222e-01,2.000000000000000111e-01,0.000000000000000000e+00,-3.000000000000000000e+00
5.000000000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00,-3.000000000000000000e+00
5.999999999999999778e-01,2.999999999999999889e-01,0.000000000000000000e+00,-3.000000000000000000e+00
6.999999999999999556e-01,3.499999999999999778e-01,0.000000000000000000e+00,-3.000000000000000000e+00
7.999999999999999334e-01,3.999999999999999667e-01,0.000000000000000000e+00,-3.000000000000000000e+00
8.999999999999999112e-01,4.499999999999999556e-01,0.000000000000000000e+00,-3.000000000000000000e+00
9.999999999999998890e-01,4.999999999999999445e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.099999999999999867e+00,5.499999999999999334e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.199999999999999956e+00,5.999999999999999778e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.300000000000000044e+00,6.500000000000000222e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.400000000000000133e+00,7.000000000000000666e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.500000000000000222e+00,7.500000000000001110e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.600000000000000311e+00,8.000000000000001554e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.700000000000000400e+00,8.500000000000001998e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.800000000000000488e+00,9.000000000000002442e-01,0.000000000000000000e+00,-3.000000000000000000e+00
1.900000000000000577e+00,9.500000000000002887e-01,0.000000000000000000e+00,-3.000000000000000000e+00
2.000000000000000444e+00,1.000000000000000222e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.100000000000000533e+00,1.050000000000000266e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.200000000000000622e+00,1.100000000000000311e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.300000000000000711e+00,1.150000000000000355e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.400000000000000799e+00,1.200000000000000400e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.500000000000000888e+00,1.250000000000000444e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.600000000000000977e+00,1.300000000000000488e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.700000000000001066e+00,1.350000000000000533e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.800000000000001155e+00,1.400000000000000577e+00,0.000000000000000000e+00,-3.000000000000000000e+00
2.900000000000001243e+00,1.450000000000000622e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.000000000000001332e+00,1.500000000000000666e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.100000000000001421e+00,1.550000000000000711e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.200000000000001510e+00,1.600000000000000755e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.300000000000001599e+00,1.650000000000000799e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.400000000000001688e+00,1.700000000000000844e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.500000000000001776e+00,1.750000000000000888e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.600000000000001865e+00,1.800000000000000933e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.700000000000001954e+00,1.850000000000000977e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.800000000000002043e+00,1.900000000000001021e+00,0.000000000000000000e+00,-3.000000000000000000e+00
3.900000000000002132e+00,1.950000000000001066e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.000000000000001776e+00,2.000000000000000888e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.100000000000001421e+00,2.050000000000000711e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.200000000000001066e+00,2.100000000000000533e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.300000000000000711e+00,2.150000000000000355e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.400000000000000355e+00,2.200000000000000178e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.500000000000000000e+00,2.250000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.599999999999999645e+00,2.299999999999999822e+00,0.000000000000000000e+00,-3.000000000000000000e+00
4.699999999999999289e+00,2.349999999999999645e+00,0.000000000000000000e+00,-3.000000000000000000e+00
